"id";"amount";"created";"currency";"description";"fee";"net";"source";"status";"type"
"txn_1HKw1ECmAIcalbBuc35J2jiv";-29;"2020-08-28T01:04:40Z";"eur";"Webinar pedido 42765";"-0,58";"-28,42";"po_1HKw1ECmAIcalbBuZ3gYw6wm";"available";"payout"
"txn_1JN6EjCmAIcalbBuVGyxYuki";-199;"2021-08-11T01:28:05Z";"eur";"Webinar pedido 42768";"-3,98";"-195,02";"po_1JN6EjCmAIcalbBuZgUaOJ18";"available";"payout"
"txn_1J63deCmAIcalbBuKpFrRPBS";-199;"2021-06-25T01:15:22Z";"eur";"Webinar pedido 42780";"-3,98";"-195,02";"po_1J63deCmAIcalbBujxBzXoUJ";"available";"payout"
"txn_1I9KUlCmAIcalbBu4DJnrXzr";-199;"2021-01-14T01:19:27Z";"eur";"Webinar pedido 42801";"-3,98";"-195,02";"po_1I9KUlCmAIcalbBuwW6bYuKJ";"available";"payout"
"txn_1H3AeLCmAIcalbBuAk9VzXBL";-29;"2020-07-10T01:03:37Z";"eur";"Webinar pedido 42942";"-0,58";"-28,42";"po_1H3AeLCmAIcalbBufcd7dbvn";"available";"payout"
"txn_1H2oPyCmAIcalbBu0UC6JZVc";-199;"2020-07-09T01:19:18Z";"eur";"Webinar pedido 42967";"-3,98";"-195,02";"po_1H2oPyCmAIcalbBuR7bBjnOj";"available";"payout"
"txn_1JkIviCmAIcalbBuIsFq4iHo";-299;"2021-10-14T01:40:22Z";"eur";"Webinar pedido 42968";"-5,98";"-293,02";"po_1JkIviCmAIcalbBu4tUzQnDW";"available";"payout"
"txn_1JWt4SCmAIcalbBupY095pzs";-199;"2021-09-07T01:25:56Z";"eur";"Webinar pedido 42989";"-3,98";"-195,02";"po_1JWt4SCmAIcalbBuJ913R0ab";"available";"payout"
"txn_1Hjx74CmAIcalbBusYlE30ne";-29;"2020-11-05T01:18:06Z";"eur";"Webinar pedido 42996";"-0,58";"-28,42";"po_1Hjx74CmAIcalbBuI6k93e3K";"available";"payout"
"txn_1HGwzsCmAIcalbBur9Y62qPP";-249;"2020-08-17T01:18:48Z";"eur";"Webinar pedido 42999";"-4,98";"-244,02";"po_1HGwzsCmAIcalbBuJGYAXMPQ";"available";"payout"
"txn_1Gl3CqCmAIcalbBuTSGgoVZV";-29;"2020-05-21T01:28:20Z";"eur";"Webinar pedido 43004";"-0,58";"-28,42";"po_1Gl3CqCmAIcalbBuZz2hciC4";"available";"payout"
"txn_1H4GRaCmAIcalbBul3WXkLEK";-299;"2020-07-13T01:26:58Z";"eur";"Webinar pedido 43170";"-5,98";"-293,02";"po_1H4GRaCmAIcalbBudmdVeieE";"available";"payout"
"txn_1Ji7jkCmAIcalbBuwGkTdffG";-199;"2021-10-08T01:18:59Z";"eur";"Webinar pedido 43204";"-3,98";"-195,02";"po_1Ji7jkCmAIcalbBuHds9tlBr";"available";"payout"
"txn_1IggFJCmAIcalbBukgaU5rGn";-199;"2021-04-16T01:13:21Z";"eur";"Curso pedido 43205";"-3,98";"-195,02";"po_1IggFJCmAIcalbBu2B4ZiUdX";"available";"payout"
"txn_1GVSKtCmAIcalbBu2P36AKTG";-199;"2020-04-08T01:04:11Z";"eur";"Curso pedido 43268";"-3,98";"-195,02";"po_1GVSKtCmAIcalbBu2nLeftVZ";"available";"payout"
"txn_1HFV4jCmAIcalbBuuC64K0vV";-249;"2020-08-13T01:17:49Z";"eur";"Curso pedido 43269";"-4,98";"-244,02";"po_1HFV4jCmAIcalbBulsecxoub";"available";"payout"
"txn_1HRSxlCmAIcalbBuYSfVwYLz";-229;"2020-09-15T01:28:05Z";"eur";"Curso pedido 43273";"-4,58";"-224,42";"po_1HRSxlCmAIcalbBuMFVfyLOG";"available";"payout"
"txn_1HWB9qCmAIcalbBuZg1pF3uu";-199;"2020-09-28T01:28:02Z";"eur";"Curso pedido 43277";"-3,98";"-195,02";"po_1HWB9qCmAIcalbBuLpGKCRG8";"available";"payout"
"txn_1HOZ9GCmAIcalbBuw7Fw9LpI";-199;"2020-09-07T01:27:58Z";"eur";"Curso pedido 43279";"-3,98";"-195,02";"po_1HOZ9GCmAIcalbBuyJl1vveg";"available";"payout"
"txn_1IDziRCmAIcalbBu1By3qFHf";-199;"2021-01-26T22:08:50Z";"eur";"Curso pedido 43322";"-3,98";"-195,02";"re_1IDziQCmAIcalbBu96n478PN";"available";"refund"
"txn_1IOYWrCmAIcalbBu7Mh1OsC7";-249;"2021-02-25T01:20:33Z";"eur";"Curso pedido 43324";"-4,98";"-244,02";"po_1IOYWrCmAIcalbBuGPxmixnP";"available";"payout"
"txn_1ItMwQCmAIcalbBu3HiG1tqv";-199;"2021-05-21T01:14:18Z";"eur";"Curso pedido 43352";"-3,98";"-195,02";"po_1ItMwQCmAIcalbBu9C8oWBEM";"available";"payout"
"txn_1IztePCmAIcalbButUSPzSOO";-249;"2021-06-08T01:22:41Z";"eur";"Curso pedido 43353";"-4,98";"-244,02";"po_1IztePCmAIcalbBu0bXkpDEi";"available";"payout"
"txn_1IaMPVCmAIcalbBubs9QkyLp";-199;"2021-03-29T14:49:45Z";"eur";"Curso pedido 43358";"-3,98";"-195,02";"re_1IaMPVCmAIcalbBuO0Dalcr4";"available";"refund"
"txn_1JKvMSCmAIcalbBujvxc8CSF";-199;"2021-08-05T01:27:04Z";"eur";"Curso pedido 43362";"-3,98";"-195,02";"po_1JKvMSCmAIcalbBuqs9rTfoy";"available";"payout"
"txn_1HyofWCmAIcalbBuf8nEa4cu";-199;"2020-12-16T01:19:06Z";"eur";"Curso pedido 43364";"-3,98";"-195,02";"po_1HyofWCmAIcalbBuSVhyyE2s";"available";"payout"
"txn_1HrvUlCmAIcalbBuM2cAJ8Lj";-199;"2020-11-27T01:11:30Z";"eur";"Curso pedido 43365";"-3,98";"-195,02";"po_1HrvUlCmAIcalbBuhzxmp42T";"available";"payout"
"txn_1JmqKnCmAIcalbBuyLsS3j5W";-249;"2021-10-21T01:44:44Z";"eur";"Curso pedido 43374";"-4,98";"-244,02";"po_1JmqKmCmAIcalbBuS27Yd0uu";"available";"payout"
"txn_1JVQziCmAIcalbBuHFPYuH6d";-29;"2021-09-03T01:15:02Z";"eur";"Curso pedido 43384";"-0,58";"-28,42";"po_1JVQziCmAIcalbBuZKOkgsVV";"available";"payout"
"txn_1JHIZ1CmAIcalbBuhsk8VwE4";-29;"2021-07-26T01:25:03Z";"eur";"Curso pedido 43537";"-0,58";"-28,42";"po_1JHIZ1CmAIcalbBu0CQxg9xJ";"available";"payout"
"txn_1GqTyiCmAIcalbBumFTnMc4g";-149;"2020-06-05T01:04:11Z";"eur";"Curso pedido 43544";"-2,98";"-146,02";"po_1GqTyiCmAIcalbBupBL3UkLa";"available";"payout"
"txn_1IkJDNCmAIcalbBu3cEgs7zE";-29;"2021-04-26T01:26:21Z";"eur";"Curso pedido 43548";"-0,58";"-28,42";"po_1IkJDNCmAIcalbBuXQGr6gsi";"available";"payout"
"txn_1HIOdKCmAIcalbBunAuAesEh";-299;"2020-08-21T01:01:29Z";"eur";"Curso pedido 43552";"-5,98";"-293,02";"po_1HIOdJCmAIcalbBumPch9Grf";"available";"payout"
"txn_1I5hcBCmAIcalbBuluWMgpFc";-299;"2021-01-04T01:12:07Z";"eur";"Curso pedido 43648";"-5,98";"-293,02";"po_1I5hcBCmAIcalbBuBQI0ssmX";"available";"payout"
"txn_1GxNINCmAIcalbBuhprYoyBP";-299;"2020-06-24T01:20:59Z";"eur";"Curso pedido 43695";"-5,98";"-293,02";"po_1GxNINCmAIcalbBuS4iAS0DW";"available";"payout"
"txn_1Hmqs9CmAIcalbBuWKMhbDZK";-299;"2020-11-13T01:14:41Z";"eur";"Curso pedido 43710";"-5,98";"-293,02";"po_1Hmqs9CmAIcalbBudwITDaPM";"available";"payout"
"txn_1HtjwRCmAIcalbBu6MDBtbTa";-299;"2020-12-02T01:15:35Z";"eur";"Curso pedido 43714";"-5,98";"-293,02";"po_1HtjwRCmAIcalbBumGI5fxUj";"available";"payout"
"txn_1Jpk0lCmAIcalbBuPoJSeqeJ";-249;"2021-10-29T01:36:02Z";"eur";"Curso pedido 43720";"-4,98";"-244,02";"po_1Jpk0kCmAIcalbBuRGMwWWcO";"available";"payout"
"txn_1IyRbQCmAIcalbBueZrvveEo";-299;"2021-06-04T01:13:36Z";"eur";"Curso pedido 43721";"-5,98";"-293,02";"po_1IyRbQCmAIcalbBus9VN82yW";"available";"payout"
"txn_1Gx0lbCmAIcalbBut6fIR3uB";-299;"2020-06-23T01:17:39Z";"eur";"Curso pedido 43722";"-5,98";"-293,02";"po_1Gx0lbCmAIcalbBujYPv6qRO";"available";"payout"
"txn_1HSY88CmAIcalbBusI1CXqK5";-299;"2020-09-18T01:11:16Z";"eur";"Curso pedido 43781";"-5,98";"-293,02";"po_1HSY88CmAIcalbBu7ViUaEB1";"available";"payout"
"txn_1J8aydCmAIcalbBurbFD8cID";-249;"2021-07-02T01:15:31Z";"eur";"Curso pedido 43784";"-4,98";"-244,02";"po_1J8aydCmAIcalbBujDIAryO4";"available";"payout"
"txn_1J2QziCmAIcalbBuZAVYCnCv";-29;"2021-06-15T01:23:10Z";"eur";"Curso pedido 43790";"-0,58";"-28,42";"po_1J2QziCmAIcalbBu6if3Tfsb";"available";"payout"
"txn_1J7sBvCmAIcalbBuLcnBpxSe";-149;"2021-06-30T01:26:15Z";"eur";"Curso pedido 43791";"-2,98";"-146,02";"po_1J7sBvCmAIcalbBu3wF6Hshx";"available";"payout"
"txn_1JAPYHCmAIcalbBuWX7i2Y6E";-249;"2021-07-07T01:27:49Z";"eur";"Curso pedido 43799";"-4,98";"-244,02";"po_1JAPYHCmAIcalbBucXLDLFVW";"available";"payout"
"txn_1J0G8VCmAIcalbBuEIGgzqYn";-299;"2021-06-09T01:23:15Z";"eur";"Curso pedido 43832";"-5,98";"-293,02";"po_1J0G8VCmAIcalbBuFMRdFVoe";"available";"payout"
"txn_1HV5VtCmAIcalbBuSVujLhAr";-299;"2020-09-25T01:14:17Z";"eur";"Curso pedido 43853";"-5,98";"-293,02";"po_1HV5VtCmAIcalbBuvxkLT32k";"available";"payout"
"txn_1GSvK2CmAIcalbBuWXmrZLNY";-249;"2020-04-01T01:24:50Z";"eur";"Curso pedido 43923";"-4,98";"-244,02";"po_1GSvK2CmAIcalbBueVcKL4zn";"available";"payout"
"txn_1IzX5MCmAIcalbBuVa3QWRz9";-299;"2021-06-07T01:17:00Z";"eur";"Curso pedido 43945";"-5,98";"-293,02";"po_1IzX5MCmAIcalbBuTC4f64DK";"available";"payout"
"txn_1GNTreCmAIcalbBug9B1cVTA";-29;"2020-03-17T01:05:02Z";"eur";"Curso pedido 43950";"-0,58";"-28,42";"po_1GNTreCmAIcalbBurZ1jFyVD";"available";"payout"
"txn_1HoG6iCmAIcalbBu5pH9zfIr";-299;"2020-11-16T22:23:32Z";"eur";"Curso pedido 43951";"-5,98";"-293,02";"re_1HoG6iCmAIcalbBuiLZr6dTG";"available";"refund"
"txn_1IaMPeCmAIcalbBuRnmn65Tf";-29;"2021-03-29T14:49:53Z";"eur";"Curso pedido 43988";"-0,58";"-28,42";"re_1IaMPdCmAIcalbBuEtEAJWmX";"available";"refund"
